name,isAdmin,logo,banner,description,tagLine,followerCount,website,domain,industry,companySize,type,founded,companyAddress,mainCompanyID,industryCode,salesNavigatorLink,employeesOnLinkedIn,companyName,query,timestamp,companyUrl,headquarters,specialties,relatedCompanies1,relatedCompanies2,relatedCompanies3,relatedCompanies4,relatedCompanies5,relatedCompanies6,relatedCompanies7,relatedCompanies8,relatedCompanies9,relatedCompanies10,relatedCompanies11,relatedCompanies12,relatedCompanies13,relatedCompanies14,relatedCompanies15,relatedCompanies16,error,phone
Resoul Group of Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4E0BAQEgocCRQJhWjA/company-logo_400_400/0/1554723721021?e=1646265600&v=beta&t=W1Wfpb1xsU500KnCwFN7ieC4QDebJaHL9LDJ2gZlo0s,https://media-exp1.licdn.com/dms/image/C4D1BAQFDPcg6l_LI0A/company-background_10000/0/1554728132066?e=1637996400&v=beta&t=PvVlc3ksIweRSiVgDqHT6WC9OREb9njmxDhP9s5N97s,"Resoul’s goal is to create, select and offer products and services that support a goodtime break at home or in the workplace, in the city, as well as at the countryside, at the beach or on the mountain.","Βehind numbers and figures there are always people; therefore, behind good numbers, there are good people!",842,http://www.resoul.gr,resoul.gr,Import & Export,51-200 employees,Privately Held,1989,"TIRTAIOU AVENUE, 19014, AFIDNAI, ATTIKI 19014, GR",1370131,134,https://www.linkedin.com/sales/company/1370131/,34,Resoul Group of Companies,https://www.linkedin.com/company/resoulgroup/,2021-11-26T06:23:28.069Z,https://www.linkedin.com/company/resoulgroup/,"AFIDNAI, ATTIKI",Consumer goods and New Product Development,https://www.linkedin.com/company/terra-nation/,https://www.linkedin.com/company/sponsorvalue-hellas-a-e-/,https://www.linkedin.com/company/resoullogisticssa/,https://www.linkedin.com/company/hellenic-corporation-of-assets-and-participations-s-a/,https://www.linkedin.com/company/pharmasept-ltd/,https://www.linkedin.com/company/mvs-&-associates-s.a./,https://www.linkedin.com/company/artemis-mixer/,https://www.linkedin.com/company/sato-s.a./,https://www.linkedin.com/company/lapin-house/,https://www.linkedin.com/company/sleed/,,,,,,,,3.02295E+11
Bergarmo Group of Companies,FALSE,,,"Travel: Inbound trips to Croatia. Representing Pasko T&T d.o.o. (Croatian Travel Company) in SA.

Trade: Export SA products e.g. Wine, Peppadew, Walters Nougat, NoMU spices.
Trade: Import Black and White Truffles and exclusive Cheese from Croatia.

Stone: Importation of exclusive Italian Marble Tiles.",,53,http://www.bergarmo.co.za,bergarmo.co.za,Import & Export,2-10 employees,Sole Proprietorship,2005,"Johannesburg,   ZA",1436577,134,https://www.linkedin.com/sales/company/1436577/,3,Bergarmo Group of Companies,https://www.linkedin.com/company/bergarmo-group-of-companies/about/,2021-11-26T06:23:48.095Z,https://www.linkedin.com/company/bergarmo-group-of-companies/,,,https://www.linkedin.com/company/merz-therapeutics/,https://www.linkedin.com/company/laboratoriocristalia/,https://www.linkedin.com/company/biolabfarmaceutica/,https://www.linkedin.com/company/ipsen/,https://www.linkedin.com/company/allergan/,,,,,,,,,,,,,
Dickinson Group of Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4D0BAQEdrPoWDEar0A/company-logo_400_400/0/1593002263324?e=1646265600&v=beta&t=8uc27vSbJjZJvAwNNi6F2-WYdoBFVpj2AL6HnlGcd-g,https://media-exp1.licdn.com/dms/image/C4D1BAQE1AmNUQHwe9g/company-background_10000/0/1606911347601?e=1637996400&v=beta&t=eUX2SZVGYFFaMiZIWKgsqKAz3jBWRnGQ5fFHDw42qIc,"Dickinson Group of Companies has since the date it was founded in 1910 over the past 110-years been a professionally managed family-owned business. The company has evolved over the past century from its solid reputation as a leading furnace and industrial services company, providing high added value solutions, mainly in the following sectors: mining & metallurgy, glass, mineral processing and manufacturing industries. 

The company’s vision is to be a leading asset integrity management and industrial solutions company. We focus on helping our large industrial customers optimising their maintenance costs and improving plant performance, by providing innovative solutions together with our market leading technologies to enhance the service life of their operating assets. 

Dickinson Group of Companies has the ambition to build a sustainable diversified industrial group. We have therefore moved away from the cyclical nature of our project related activities and developed our business model to focus on providing services for industry and building a strong international presence. Dickinson Group of Companies’ key markets include Sub-Saharan Africa, Middle East, Russia and other CIS Countries. 

The company's vision is to be recognised as the global leading asset integrity management and industrial solutions company, based on providing innovative solutions and market leading technologies, while continuing our leadership in selected geographic regions. We strive to be customer centric and show our customers how the development of our products, services and solutions portfolio, our geographic presence and our daily performance help to improve our response to their requirements, while applying an operational excellence approach. 

The company has consolidated our multi-disciplinary leading position in services for the industry by developing synergies between our various subsidiaries, including our furnace and industrial services, asset integrity management, industrial pro",A Global Leader In Asset Integrity Management & Industrial Solutions,3035,http://www.dgrpint.com,dgrpint.com,Mining & Metals,"501-1,000 employees",Privately Held,1910,,2691850,56,https://www.linkedin.com/sales/company/2691850/,109,Dickinson Group of Companies,https://www.linkedin.com/company/dickinson-mining-equipment-and-services/,2021-11-26T06:24:00.925Z,https://www.linkedin.com/company/dickinson-mining-equipment-and-services/,"Vereeniging, Gauteng","Furnace Rebuild Projects, Furnace Demolitions, Refractory Installations, Precast Refractory Shapes, Refractory Dryout & Heatups, Endoscopy & Infrared Thermography, Furnace Mechanicals, Rotary Kilns, Rotating Vessels, Acid Proofing, Rubber Linings, Corrosion Protection, Sandblasting / Hydro-Blasting, Waterproofing, Epoxy & PU Flooring, Vacuumation, Silo Cleaning, Catalyst Handling, HP / UHP Water Blasting, Bulk Materials Handling, Dust Suppression, Refractory Anchors, Refractory Armour Systems, Stud Welding Systems, Stainless Steel Fibres, Wear Studs, Shear Stud Connectors, Energy Efficiency Solutions, Waste Heat Recovery, and Energy Recovery Solutions",https://www.linkedin.com/company/refractory-and-metallurgical-solution-pty-ltd/,https://www.linkedin.com/company/kamoto-copper-company-sarl/,https://www.linkedin.com/company/pan-mixers-s-a/,https://www.linkedin.com/company/refraline/,https://www.linkedin.com/company/murray-and-roberts/,https://www.linkedin.com/company/powerflow-engineering-inc./,https://www.linkedin.com/company/edge-executivesearch/,https://www.linkedin.com/company/mizztech/,https://www.linkedin.com/company/sasol/,https://www.linkedin.com/company/sabic/,,,,,,,,+27 (0)16 421 3720
The Shoprite Group of Companies,FALSE,https://media-exp1.licdn.com/dms/image/C560BAQETpIN-WW0S7w/company-logo_400_400/0/1519856422001?e=1646265600&v=beta&t=CgvQXn9zeaBD1Uw6GXdcpadeCzVVHUVUD55kGWd-gXs,https://media-exp1.licdn.com/dms/image/C4E1BAQHkrY7g0OMjuA/company-background_10000/0/1543480441782?e=1637996400&v=beta&t=dc7vpavlGwVKFcVXKYXBqNPtejpwo3fY6KkJDsoR0iM,"The Shoprite Group of Companies, comprising several iconic brands, is the largest retailer in Africa. It started out as a group of eight grocery stores in 1979, and has grown into a technologically-advanced, continent-wide business selling items from food, liquor and medicine, to concert tickets and furniture. 

Today the Group is at the forefront of retail innovation. It operates thousands of stores across Africa, has a network of high-tech automated distribution centres, and employs more than 140,000 people.

Although most know the Group for its supermarket brands Shoprite and Checkers, its businesses span the retail and consumer sector. At its core, the Shoprite Group is a fast-paced, technologically-advanced company that’s been innovating in the retail space for more than four decades - and the systems it has in place are on a par with the world’s most advanced retail groups. 

In order to keep progressing, the Group works with the sharpest minds in the country. And as South Africa's largest private sector employer, and a leading employer in Africa, there are multiple opportunities for the right people within the Group - from IT and business intelligence, through to transport, logistics and much more.

The Shoprite Group places immense value in the people who have contributed to its success. Although its headquarters are in the Western Cape province of South Africa, where the Group’s story began, many of its most valued and important employees started out on shop floors, and are now making key strategic decisions from the Group’s offices across the country and continent.",,150391,https://www.shopriteholdings.co.za,https://shopriteholdings.co.za,Retail,"10,001+ employees",Public Company,1979,"Home Office:  Cnr William Dabbs Street and Old Paarl Road, Brackenfell, Cape Town, Western Cape 7561, ZA",11992,28,https://www.linkedin.com/sales/company/11992/,9902,The Shoprite Group of Companies,https://www.linkedin.com/company/shopritegroup/,2021-11-26T06:24:15.730Z,https://www.linkedin.com/company/shopritegroup/,"Cape Town, Western Cape","Fast moving consumer goods retailer, FMCG, Technology, Retail, Information Systems, Operations, Logistics, Supply chain and distribution, Pharmacies, LiquorShops, and food retail",https://www.linkedin.com/company/pick-'n-pay/,https://www.linkedin.com/company/mr-price-group/,https://www.linkedin.com/company/woolworths/,https://www.linkedin.com/company/tiger-brands/,https://www.linkedin.com/company/south-african-breweries/,https://www.linkedin.com/company/capitec-bank/,https://www.linkedin.com/company/dis-chem-pharmacies/,https://www.linkedin.com/company/boxer-superstores/,https://www.linkedin.com/company/pep-stores/,https://www.linkedin.com/company/foschini/,,,,,,,,
The Estée Lauder Companies Inc.,FALSE,https://media-exp1.licdn.com/dms/image/C4E0BAQFex69Y26uzhg/company-logo_400_400/0/1607447361373?e=1646265600&v=beta&t=21s3q3aW77GeT376PifEX91d0pQezBYo59nQf7RjAvU,https://media-exp1.licdn.com/dms/image/C4D1BAQHsRWyMD9zhwA/company-background_10000/0/1635788593105?e=1637996400&v=beta&t=LE2MSMem5bD3gdX-P_v93ThySlxuPBsAkvVgztYDNRI,"The Estée Lauder Companies Inc. is one of the world's leading manufacturers and marketers of quality skin care, makeup, fragrance and hair care products. 

As the global leader in prestige beauty, we touch over half a billion consumers a year. Our Company's products are sold in over 150 countries and territories under the following brand names: AERIN, Aramis, Aveda, BECCA, Bobbi Brown, Bumble and bumble, By Kilian, Clinique, Darphin, Donna Karan, DKNY, Dr. Jart+, Editions de Parfums Frédéric Malle, Ermenegildo Zegna, Estée Lauder, GLAMGLOW, Jo Malone London, Kiton, La Mer, Lab Series, Le Labo, M•A•C, Michael Kors, Origins, Prescriptives, RODIN olio lusso, Smashbox, Tom Ford, Tommy Hilfiger and Too Faced. 

To explore our current job openings, go to www.elcompanies.com/",,1250035,http://www.elcompanies.com,elcompanies.com,Luxury Goods & Jewelry,"10,001+ employees",Public Company,1946,,4059,143,https://www.linkedin.com/sales/company/4059/,26221,The Estée Lauder Companies Inc.,https://www.linkedin.com/company/the-estee-lauder-companies-inc/,2021-11-26T06:24:30.081Z,https://www.linkedin.com/company/the-estee-lauder-companies-inc/,"New York, NY","Skin Care, Makeup, Fragrance, and Hair Care",https://www.linkedin.com/company/beccacosmetics/,https://www.linkedin.com/school/aveda/,https://www.linkedin.com/company/bumble-and-bumble/,https://www.linkedin.com/company/jo-malone-london/,https://www.linkedin.com/company/aerin/,https://www.linkedin.com/company/tom-ford-beauty/,https://www.linkedin.com/company/glamglow/,https://www.linkedin.com/company/lab-series/,https://www.linkedin.com/company/smashbox-cosmetics/,https://www.linkedin.com/company/creme-de-la-mer/,https://www.linkedin.com/company/clinique/,https://www.linkedin.com/company/mac-cosmetics/,https://www.linkedin.com/company/kilianparis/,https://www.linkedin.com/company/too-faced-cosmetics/,https://www.linkedin.com/company/origins/,https://www.linkedin.com/company/bobbi-brown-cosmetics/,,
Multotec Group of Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4E0BAQFNL5SlUC3vVA/company-logo_400_400/0/1519856501090?e=1646265600&v=beta&t=zHy3u0uRg65_aUI43_XPThTAb_8F0gpxqiduinXPVOg,https://media-exp1.licdn.com/dms/image/C4D1BAQEGEtbEjwm-nw/company-background_10000/0/1539339818944?e=1637996400&v=beta&t=no9zOxJVB1zt7Yzb3n23IRg7y7VvA7YEAP4ftuswgZ4,"Innovative thinking, exceptional engineering capability, application of specific technical knowledge and provision of customised solutions has placed the Multotec Group at the forefront of beneficiation technology. 

This South African based group has served the local and international mining industry for over 40 years and is committed to reducing total cost of ownership with a concomitant improvement in throughput efficiencies and reduced wear. It is one of few groups to offer diverse process related product solutions to the mining industry and quality remains an integral part of the group’s strategy.

For all current positions in Africa for Multotec please refer to www.Careers24.com
Link:  https://www.careers24.com/now-hiring/9744-multotec-pty-ltd/
Please note that no direct applications will be accepted  - Please apply online via Careers24.com.
",Constantly working to lower your cost per ton,18753,http://www.multotec.com,multotec.com,Machinery,"1,001-5,000 employees",Privately Held,1974,,59840,55,https://www.linkedin.com/sales/company/59840/,648,Multotec Group of Companies,https://www.linkedin.com/company/multotec/,2021-11-26T06:24:43.888Z,https://www.linkedin.com/company/multotec/,"Spartan, Gauteng","Mineral Processing, Mineral Beneficiation Equipment, Screening and Classification, Metallurgical Process Knowledge, Dense Medium Classification, Cyclones and Spirals, Sampling Process and Equipment, Wear Linings, and Rubber Screens and Linings",https://www.linkedin.com/company/multotec-pty-ltd/,https://www.linkedin.com/company/weirminerals/,https://www.linkedin.com/company/minopex/,https://www.linkedin.com/company/exxaro-resources/,https://www.linkedin.com/company/sasol/,https://www.linkedin.com/company/impala-platinum/,https://www.linkedin.com/company/multotec-chile-s-a-/,https://www.linkedin.com/company/dra-global/,https://www.linkedin.com/company/anglo-american/,https://www.linkedin.com/company/sibanye-stillwater/,,,,,,,,
Donald Brown Group of Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4E0BAQHFGsf0C_dPkA/company-logo_400_400/0/1519872959832?e=1646265600&v=beta&t=c5ni-Uwkpte_o6Nr5j7gjhh3MJdKSstp6jGXR2872AE,https://media-exp1.licdn.com/dms/image/C4E1BAQGTW7P6ZapMdw/company-background_10000/0/1519796432278?e=1637996400&v=beta&t=OLbk7mtoMExlFoXJbW9gDbqzSBqM3rWYyESdnclQsBk,"The DB Group is one of the largest salt producers in Southern Africa and for over 40 years have supplied salt to various industries throughout Africa. A wide range of products is sent from Brandvlei, Prieska, Upington and Namibia while our head office is based in Cape Town. Saltcor is also a well-known trademark in certain African markets while Royal Kalahari, Seepo and Salpura household and table salt brands are distributed through various retail outlets.",South Africa’s largest privately owned salt producer,449,http://www.dbgroup.co.za,dbgroup.co.za,Mining & Metals,201-500 employees,Privately Held,1975,"28 Trans Oranje Street, Tygerberg Business Park, Cape Town, Western Cape 7501, ZA | 6 Industrial Road, Upington, Northen Cape  ZA | 144 Hoop Street, Brandvlei, Northern Cape  ZA",2786053,56,https://www.linkedin.com/sales/company/2786053/,22,Donald Brown Group of Companies,https://www.linkedin.com/company/saltcor-pty-ltd/,2021-11-26T06:24:55.700Z,https://www.linkedin.com/company/saltcor-pty-ltd/,"Cape Town, Western Cape","Salt Mining, Salt Refining, Logistics, Packaging, Private Labels, Kalahari Salt, Salt Export, Salt, Retail Products, Industrial Salt, Agricultural Salt, Pool Salt, Food Processing, Water Treatment, and Salt distribution",https://www.linkedin.com/company/donald-l-brown/,https://www.linkedin.com/company/mpact-limited/,https://www.linkedin.com/company/alpen-food-company-pty-ltd/,https://www.linkedin.com/company/donald-c-brown/,https://www.linkedin.com/company/wealth-doctors-sa/,https://www.linkedin.com/company/rcl-foods1/,https://www.linkedin.com/company/premierfmcg/,https://www.linkedin.com/company/beiersdorf/,https://www.linkedin.com/company/royal-salt-traders/,https://www.linkedin.com/company/alpla/,,,,,,,,219516501
Donald Brown Group of Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4E0BAQHFGsf0C_dPkA/company-logo_400_400/0/1519872959832?e=1646265600&v=beta&t=c5ni-Uwkpte_o6Nr5j7gjhh3MJdKSstp6jGXR2872AE,https://media-exp1.licdn.com/dms/image/C4E1BAQGTW7P6ZapMdw/company-background_10000/0/1519796432278?e=1637996400&v=beta&t=OLbk7mtoMExlFoXJbW9gDbqzSBqM3rWYyESdnclQsBk,"The DB Group is one of the largest salt producers in Southern Africa and for over 40 years have supplied salt to various industries throughout Africa. A wide range of products is sent from Brandvlei, Prieska, Upington and Namibia while our head office is based in Cape Town. Saltcor is also a well-known trademark in certain African markets while Royal Kalahari, Seepo and Salpura household and table salt brands are distributed through various retail outlets.",South Africa’s largest privately owned salt producer,449,http://www.dbgroup.co.za,dbgroup.co.za,Mining & Metals,201-500 employees,Privately Held,1975,"28 Trans Oranje Street, Tygerberg Business Park, Cape Town, Western Cape 7501, ZA | 6 Industrial Road, Upington, Northen Cape  ZA | 144 Hoop Street, Brandvlei, Northern Cape  ZA",2786053,56,https://www.linkedin.com/sales/company/2786053/,22,Donald Brown Group of Companies,https://www.linkedin.com/company/saltcor-pty-ltd/,2021-11-26T06:25:07.173Z,https://www.linkedin.com/company/saltcor-pty-ltd/,"Cape Town, Western Cape","Salt Mining, Salt Refining, Logistics, Packaging, Private Labels, Kalahari Salt, Salt Export, Salt, Retail Products, Industrial Salt, Agricultural Salt, Pool Salt, Food Processing, Water Treatment, and Salt distribution",https://www.linkedin.com/company/donald-l-brown/,https://www.linkedin.com/company/mpact-limited/,https://www.linkedin.com/company/alpen-food-company-pty-ltd/,https://www.linkedin.com/company/donald-c-brown/,https://www.linkedin.com/company/wealth-doctors-sa/,https://www.linkedin.com/company/rcl-foods1/,https://www.linkedin.com/company/premierfmcg/,https://www.linkedin.com/company/beiersdorf/,https://www.linkedin.com/company/royal-salt-traders/,https://www.linkedin.com/company/alpla/,,,,,,,,219516501
Ren-Form Group of Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4D0BAQFdLNkjP7x_Yw/company-logo_400_400/0/1623743285313?e=1646265600&v=beta&t=yXnGkmN5XRvgao6QJwQSRMoXj73QkZ0HBnjmJ0HqNQI,https://media-exp1.licdn.com/dms/image/C4D1BAQEHZzkGn-MOGA/company-background_10000/0/1632120161133?e=1637996400&v=beta&t=flFjE6pJNENU0SH7oEsYorGdAF7JAlPt0UuvMUV5p80,"Ren-Form is an integrated digital communication and printing company that provides clients with a complete range of print, technology, marketing and communication solutions and services. We began as a computer forms supplier in 1989, but quickly expanded our capabilities to continuous speciality forms, litho commercial print, web variable data and adding to this our digital print and architectural services.

We believe that the value of print lies in effectively communicating a relevant and targeted message at the right time, displaying superior quality whilst delivering unsurpassed service. Litho, continuous and digital printing is the mainstay of our business, but we also rely on technology to give clients access to a wide array of digital communications in an ever-changing environment. Driven by innovation, our team is constantly evolving with clients’ needs and using the latest technology to help them boost their communication and business abilities.

Over time, we have developed our digital marketing services, allowing us to offer clients the latest integrated communication solutions. Such as web portals, web to print shops, bespoke e-fulfillment solution and digital architecture.","Global award winners & manufacturers of continuous stationery, magazines, brochures and high-security documents.  ",342,https://www.renform.co.za,https://renform.co.za,Printing,51-200 employees,Privately Held,1989,"9 Trump Street, Selby, Johannesburg, Gauteng 2000, ZA",1796279,146,https://www.linkedin.com/sales/company/1796279/,64,Ren-Form Group of Companies,https://www.linkedin.com/company/renform/,2021-11-26T06:25:19.613Z,https://www.linkedin.com/company/renform/,"Johannesburg, Gauteng","Commercial Print, Digital Print, Security Printing, Continuous Forms, Web to Print Solutions, Variable Data Printing, IML, Scratch Cards, PayEnvelopes, Brand and Print Managed Solutions, eFulfilment, Mailing, Web printing, IML, Augmented Reality Design, Point of Sale, Magazines, Brochures, Web printing, Corporate Stationary, Book Printing, Forms Printing, Barcode printing, Database Printing, Crosmedia marketing, Banking Stationary, Retail Industry Print, Financial industry print, and Healtcare printing",https://www.linkedin.com/company/ren-flex/,https://www.linkedin.com/company/kemtek-imaging-systems/,https://www.linkedin.com/company/sa-litho/,https://www.linkedin.com/company/novusholdings/,https://www.linkedin.com/company/shave-and-gibson-pty-ltd/,https://www.linkedin.com/company/health-and-beauty-coach/,https://www.linkedin.com/company/absa/,https://www.linkedin.com/company/beauty-coach-academy/,https://www.linkedin.com/company/triple-e-training/,https://www.linkedin.com/company/colourtone-press-aries-packaging/,,,,,,,,+27 11 493 1575
The Macadamia Group of Companies,FALSE,https://media-exp1.licdn.com/dms/image/C560BAQGCVRdnSjCU4A/company-logo_400_400/0/1536403621477?e=1646265600&v=beta&t=zLbxpYPGho4rww2WQg2_H6CvdwuKKXONHIgZGoYmOGU,https://media-exp1.licdn.com/dms/image/C4D1BAQHzk2W7aA_Ezg/company-background_10000/0/1616140603362?e=1637996400&v=beta&t=bv2e8952x3OWSMfEmvrS-EYz66F63ni3XOLW7xN8eyo,"1. MacCare NPC: www.macadamiacare.com
This is the organisations responsible for the provision of care services to various independent retirement villages, including the following:
• Macadamia White River
• Macadamia Tzaneen
• Macadamia West Acres (in Nelspruit)
• Macadamia @ The Aloes (in Polokwane)
MacCare approaches the provision of care on the following principles:
• Attentive Care Services up to and including the care of people with early stage dementia are provided in the Care Centres themselves.
• Memory Care Centres are being developed for the care of people with mid-to-end stage dementias.
• Dependent on the person concerned, care can be provided within the private homes in the estate (Home-based Care) – this is largely dependent on affordability and the physical and mental state of the individual as well as the wishes of the partner of the people concerned.
• In the interest of fairness, care services within the village are priced based on the actual care requirements of the residents and is not based on a fixed and standard price for all.

2. Macadamia Life
This company focuses on the provision of affordable housing on a #LifeRight basis where there is already a
MacCare Care Centre in operation. Currently MacLife has dwelling units available in:
• Macadamia White River
• Macadamia @ The Aloes (in Polokwane)
www.macadamialife.com

3. MacProps (Pty) Ltd.
MacProps is a company set up for the purpose of providing Managing Agent services to retirement villages.

4. Macadamia Foundation Trust NPO
The Macadamia Foundation was set up to own, protect and maintain the properties used by MacCare in the provision of care services.

5. MacHoldings (Pty) Ltd.
MacHoldings is a holding company which has shareholding in the following entities:
• MacLife (Pty) Ltd.
• MacProps (Pty) Ltd.",People who care about people in Mpumalanga & Limpopo #Nelspruit #Polokwane #Tzaneen #Whiteriver,401,http://www.macadamiacare.com,macadamiacare.com,Real Estate,11-50 employees,Privately Held,,"26 Impala St, Mpumalanga, Mpumalanga 1000–1399, ZA | Aloes Street, Polokwane, Polokwane, Limpopo 0300, ZA | Aqua Laan, Tzaneen, Limpopo 0850, ZA | 31 Orange Street  , West Acres, Nelspruit, Mpumalanga 1211, ZA",18799665,44,https://www.linkedin.com/sales/company/18799665/,1,The Macadamia Group of Companies,https://www.linkedin.com/company/the-macadamia-group-of-companies/,2021-11-26T06:25:33.484Z,https://www.linkedin.com/company/the-macadamia-group-of-companies/,"Mpumalanga, Mpumalanga","Assisted living, Frail care, Senior living, Caregiving, Healthcare, Home-based care, Memory Care, Companion care, Attentive care, and Respite Care",https://www.linkedin.com/company/speed-credit/,https://www.linkedin.com/company/fpm-group-of-companies/,https://www.linkedin.com/company/k2-holdings-pty-ltd/,https://www.linkedin.com/company/unicep-packaging/,https://www.linkedin.com/company/macadamia-natural-oil/,https://www.linkedin.com/company/hamakua-macadamia-nut-co-inc/,https://www.linkedin.com/company/shire-retirement-properties/,https://www.linkedin.com/company/friendship-villages-of-st-louis/,https://www.linkedin.com/company/amigo-minerals-jsc/,https://www.linkedin.com/company/nuffieldfarming/,,,,,,,,806225433
Ekulo Group of Companies ,FALSE,https://media-exp1.licdn.com/dms/image/C4D0BAQGOQuibr0oCSQ/company-logo_400_400/0/1623672108467?e=1646265600&v=beta&t=sl0tnqYwe_G68AiFxxYAuG3TKoBR8ia8xOOpX5JooJ4,https://media-exp1.licdn.com/dms/image/C4E1BAQHFeRhT4MD-4A/company-background_10000/0/1604485920526?e=1637996400&v=beta&t=ZHW4fMZKmv_u6tC5X8vBmEDTioLouX4Bxq8b2Vx0pDo,"We pride ourselves on integrity and offering consumers quality products at affordable prices. Our history dates to 1980 when our current CEO started the business as a trading company.
The business has grown from a one-man trading company to one of the most recognized indigenous firms in the FMCG and distribution trade industry. Our current portfolio ranges from food, beverages, locally manufactured cosmetics to real development.  Today the business has branches and operations across the country with its headquarters located in Victoria Island Lagos.
","We are committed to providing you with the best of foods, beverages  and beauty products. ",1502,https://www.ekulogroup.com/,https://ekulogroup.com,Food & Beverages,201-500 employees,Privately Held,1980,"1401b Tiamiyu Savage St, Lagos, Lagos  101241, NG",19114256,34,https://www.linkedin.com/sales/company/19114256/,52,Ekulo Group of Companies ,https://www.linkedin.com/company/ekulo-international-limted/,2021-11-26T06:25:46.784Z,https://www.linkedin.com/company/ekulo-international-limted/,"Lagos, Lagos",,https://www.linkedin.com/company/evans-industries-limited/,https://www.linkedin.com/company/ekulo-internatinal-limited/,https://www.linkedin.com/company/emma-bishop-okonkwo-foundation/,https://www.linkedin.com/company/aace-food-processing-and-distribution-limited/,https://www.linkedin.com/company/tropical-naturals-limited/,https://www.linkedin.com/company/multipro-consumer-products-ltd/,https://www.linkedin.com/company/nigerian-breweries-plc/,https://www.linkedin.com/company/chicason-group-of-companies/,https://www.linkedin.com/company/evans-industrial-inc/,https://www.linkedin.com/company/krisoralgroup/,,,,,,,,
Rosetti Marino Group of Companies,FALSE,https://media-exp1.licdn.com/dms/image/C4D0BAQECjXClTlYEew/company-logo_400_400/0/1519921991385?e=1646265600&v=beta&t=Lpay2YMiFruH4J9bEBPSUnyZDmFmXZU55El-MYKTTKU,https://media-exp1.licdn.com/dms/image/C4E1BAQHR7QN9J9OtaQ/company-background_10000/0/1533209993877?e=1637996400&v=beta&t=21MHd8Il2uX4noDX4BBjOaj3p0uM9TdZvJP7bJy_-bo,"Rosetti Marino is an integrated Group of Companies providing engineering and construction services to various industrial sectors including Energy, Petrochemical, Chemical, Power and Shipbuilding. 

With strong engineering and project management capabilities and solid construction know-how backed by its own state-of-the-art industrial facilities, the Group is a reliable partner for EPC delivery of a wide range of offshore and onshore plants and products. 

Nowadays, to meet the demand of both mature and emerging markets, operations are carried out in Rosetti Marino’s original location in Italy but also abroad through partnerships and joint ventures with international partners. 

Fidelity trusted through the years by leading international companies is the best proof of Rosetti’s capability to meet customer’s requirements.","ENERGY MEETS REALITY 
",62565,http://www.rosettimarinogroup.com,rosettimarinogroup.com,Oil & Energy,"501-1,000 employees",Public Company,1925,,129387,144,https://www.linkedin.com/sales/company/129387/,993,Rosetti Marino Group of Companies,https://www.linkedin.com/company/rosetti-marino-group/,2021-11-26T06:26:00.752Z,https://www.linkedin.com/company/rosetti-marino-group/,"Ravenna, Ravenna","Offshore Oil&Gas, Process Plants & Onshore, Shipbuilding, Offshore Wind, Energy, Engineering, Project execution, and EPCI",https://www.linkedin.com/company/gm-green-methane-s-r-l/,https://www.linkedin.com/company/kcoi-llp/,https://www.linkedin.com/company/rosettisuperyachts/,https://www.linkedin.com/company/fores-engineering/,https://www.linkedin.com/company/rosetti-pivot-ltd/,,,,,,,,,,,,,
